"Chr","Start","End","Conc","Conc_BT474","Conc_MCF7","Fold","p-value","FDR"
"chr18",34787276,34787676,4.4099038982941,0,4.89533072546434,-5.24650582727928,6.15106607278039e-06,8.21586055261042e-05
"chr18",68190254,68190654,5.46700740021292,6.72914610330701,4.28453516147233,2.30888017160754,6.22357862283408e-06,8.27386971119765e-05
"chr18",7904640,7905040,5.6389573788378,0.865637755897928,6.10923210939028,-4.36618491969679,6.36507141253936e-06,8.42261775287185e-05
"chr18",73537410,73537810,6.20074341969702,4.09977780136608,6.58673665801598,-2.33816398711,6.45802473179532e-06,8.50605572312856e-05
"chr18",52589379,52589779,5.02693615212509,1.30407561663142,5.48080162719478,-3.67972801236813,6.54570962112661e-06,8.58181745258305e-05
"chr18",74292319,74292719,5.10863794162091,0,5.59406476879115,-5.47536371346234,6.66248901537788e-06,8.6948537838303e-05
"chr18",62326377,62326777,2.97893576503994,4.65197105034238,0,3.99314967719186,6.79733137873222e-06,8.83032318378683e-05
"chr18",45598737,45599137,3.5062768791443,5.07442062941031,1.28134067861653,3.32653424842871,6.97162413397778e-06,9.01557757325763e-05
"chr18",52339944,52340344,7.35780440771986,4.68306791539185,7.77718725007566,-2.86035146863016,7.06143633135482e-06,9.09040106909704e-05
"chr18",73173991,73174391,4.28469819246861,0,4.77012501963885,-5.15611644318624,7.40761887732499e-06,9.49309716486018e-05
"chr18",76431705,76432105,5.51328276985414,2.98835559394286,5.92525191011813,-2.73190311493294,8.58883936658701e-06,0.000108781271156528
"chr18",30631383,30631783,1.48360472494293,3.29095964700053,0,4.1675138754049,8.6170411447873e-06,0.000108781271156528
"chr18",47123888,47124288,4.76789608023021,6.27155873935237,2.85605515681255,3.17560885290502,8.63572397756172e-06,0.000108781271156528
"chr18",652022,652422,5.7325492814579,1.60260335006413,6.19423850601556,-3.94117034222536,8.64132417623033e-06,0.000108781271156528
"chr18",47680977,47681377,3.03813887472911,4.64740431914721,0.561111844168984,3.49380632662952,9.04024498123055e-06,0.000113273754156643
"chr18",2984995,2985395,1.65369238105907,3.46104730311668,0,4.26393724674289,9.07782634366069e-06,0.000113273754156643
"chr18",47361296,47361696,5.1388241365316,1.87738538002964,5.58061272094663,-3.33433393819566,9.16832688955303e-06,0.000113903449785058
"chr18",10259943,10260343,7.8260751189762,5.81547605330479,8.20539883875215,-2.25487701680721,9.50348833918948e-06,0.000117554018804322
"chr18",46423013,46423413,6.3834188157652,0,6.86884564293544,-5.75673625652725,9.63963999068109e-06,0.000118538828041451
"chr18",21209337,21209737,10.1638172126479,8.52037730927198,10.5108739861623,-1.89434539628335,9.66643518650845e-06,0.000118538828041451
"chr18",59002270,59002670,4.27287431418257,0,4.75830114135281,-5.1066381316777,9.91909655462399e-06,0.000120768992362583
"chr18",9700350,9700750,5.65259072818566,2.75079047619685,6.08178155246487,-3.03892135746837,9.93319655987504e-06,0.000120768992362583
"chr18",60908558,60908958,8.04589650471215,6.31730847772265,8.40125241813138,-1.97667750820671,1.01258930967714e-05,0.000122587939831126
"chr18",51780892,51781292,6.1222117797124,3.60731388499268,6.53365511404021,-2.71809597512212,1.01934583642539e-05,0.000122883004433484
"chr18",74569386,74569786,9.1653050192431,7.6209284286076,9.50200255619989,-1.79237055155093,1.04749921865929e-05,0.000125744104518383
"chr18",52404249,52404649,5.53462136136068,0,6.01454831267167,-5.03650442291022,1.05564513049637e-05,0.000126189512447991
"chr18",13380456,13380856,7.26555923946179,6.12490231139728,7.55075878316652,-1.37117714889517,1.09240549620174e-05,0.00013003739065665
"chr18",74409326,74409726,4.96075482621955,0,5.44618165338979,-5.34129161634404,1.10668639699927e-05,0.000131188449977622
"chr18",46995243,46995643,4.9715572326495,2.61902336956551,5.37392935406264,-2.57421895450284,1.11464208186013e-05,0.000131583266510045
"chr18",9094610,9095010,5.77854603862422,0,6.25932990154241,-5.12261482215492,1.15221705215606e-05,0.000135258670192657
"chr18",68703848,68704248,1.6510877031173,3.4584426251749,0,4.24505541650572,1.15528495103043e-05,0.000135258670192657
"chr18",1265659,1266059,5.42952232965362,1.86563775589793,5.87966577606085,-3.55152516749219,1.16957664063186e-05,0.00013637071895892
"chr18",43933080,43933480,4.4699221596173,0,4.95534898678755,-5.15871904659546,1.20795965686177e-05,0.00014003575792742
"chr18",73870521,73870921,5.00041104065785,1.88128009293496,5.43759924229684,-3.21976294700517,1.21085400527751e-05,0.00014003575792742
"chr18",25547932,25548332,4.03898405832406,0,4.52441088549431,-5.00908119897246,1.22945277530703e-05,0.000141611058532327
"chr18",28953596,28953996,4.44775093932436,0,4.9331777664946,-5.15056789559449,1.23829690956459e-05,0.000142054625310938
"chr18",30500781,30501181,4.28954982066084,0,4.77497664783108,-5.07932938272534,1.35724681481553e-05,0.000155074987475911
"chr18",20193315,20193715,7.98859071246677,6.16288759477868,8.35278050561938,-2.07363986527539,1.37688275451417e-05,0.000156406029353114
"chr18",47148110,47148510,4.56884198586928,5.93768237727022,3.12249115624172,2.6346221564533,1.37989150677088e-05,0.000156406029353114
"chr18",28509024,28509424,2.82941083919171,4.46299773015944,0.175293840137654,3.81213645122416,1.41809068151074e-05,0.000160097936067383
"chr18",14761232,14761632,7.27187439293763,8.16763710933514,6.66312012012226,1.4402568986411,1.49703242093734e-05,0.000168342183303033
"chr18",43207079,43207479,4.08144667103883,0,4.56687349820908,-4.99209715659175,1.51450426832849e-05,0.00016963640328325
"chr18",8642155,8642555,4.19595597947256,0,4.68138280664281,-5.01513508758339,1.59050391271741e-05,0.000177450338497296
"chr18",13566075,13566475,4.00117787136235,0,4.48660469853259,-4.9375090420713,1.61004029910536e-05,0.00017892830667792
"chr18",24125244,24125644,7.22498963484193,8.31470069011251,6.35901174017665,1.8506070862423,1.63201752127351e-05,0.000180664974631251
"chr18",38088573,38088973,4.12860906107974,5.64711841790585,2.15162578167709,3.26472339848083,1.63896736326633e-05,0.000180725608351861
"chr18",46375030,46375430,3.9708206244375,0,4.45624745160775,-4.92699145775706,1.64527003736844e-05,0.000180725608351861
"chr18",8957909,8958309,6.78460203626725,2.45583323617526,7.24936920586329,-4.03141314469167,1.78419484547472e-05,0.000195232089822138
"chr18",29390564,29390964,4.86885424732108,6.32700647507575,3.13657007001196,2.90146769080182,1.8485143914059e-05,0.000201495151093862
"chr18",38440093,38440493,3.17310916258239,4.68362559305667,1.23164436575464,3.24524863335351,1.87065767130591e-05,0.000203130575376538
"chr18",68229052,68229452,3.25900767959549,4.84277362459517,0.944238153018763,3.28344559101556,1.95169127192582e-05,0.000211124017818592
"chr18",74804357,74804757,4.53441810010502,0,5.01984492727527,-5.10358755530809,1.96768562698434e-05,0.000212047939726154
"chr18",64488772,64489172,5.68669031786613,0,6.17211714503637,-5.43205991656307,2.01890377401269e-05,0.000216746461776079
"chr18",33021825,33022225,5.39783397218323,0,5.88326079935347,-5.35760748150713,2.03323743382395e-05,0.000217464680422148
"chr18",54623648,54624048,6.45059109919437,4.33929666855447,6.83731850803229,-2.34283837274851,2.06636844345948e-05,0.000219408691817839
"chr18",7464546,7464946,3.68798165963011,5.09977780136608,2.11334283432015,2.67673311769605,2.0668375890046e-05,0.000219408691817839
"chr18",54592326,54592726,1.39117834698257,3.19853326904018,0,4.05063977579805,2.07804845701505e-05,0.000219778730862744
"chr18",21919346,21919746,5.57616906003262,2.99376231101624,5.99107865280093,-2.74390310592204,2.10706543040617e-05,0.000222022264796502
"chr18",21482466,21482866,4.05932650182177,0,4.54475332899201,-4.92217529528912,2.201914780453e-05,0.000231160426213608
"chr18",41864816,41865216,2.14969362946695,3.87445742984497,0,4.10062608470168,2.27642888798084e-05,0.000237464546132188
"chr18",28877202,28877602,5.33242604796109,1.61200908962316,5.78623742988686,-3.61562451020423,2.27865803494155e-05,0.000237464546132188
"chr18",13446027,13446427,4.97638835245551,0,5.46181517962576,-5.21515646171594,2.33381332532891e-05,0.000242324777757691
"chr18",13542075,13542475,7.74580075567779,5.53850185252461,8.13908982819554,-2.42090689864184,2.36702352439612e-05,0.000244485620161962
"chr18",28905067,28905467,3.9753404239723,0,4.46076725114254,-4.88709641343385,2.37344412756967e-05,0.000244485620161962
"chr18",395761,396161,7.3706578140399,8.79369015619903,5.75980995866831,2.77251634229498,2.38040480790381e-05,0.000244485620161962
"chr18",24337204,24337604,6.45873294692609,7.71116458803755,5.29717470813761,2.23702613675386,2.40374609861957e-05,0.000245994879517003
"chr18",1359670,1360070,4.59552917760505,0.889038117352572,5.04903048958269,-3.60942596474257,2.52108434037393e-05,0.000257078313561428
"chr18",74285241,74285641,5.53087496251409,1.88903811735257,5.98289592275849,-3.56101295118644,2.57124172724471e-05,0.0002612565255004
"chr18",12751980,12752380,5.2184921531681,0,5.70391898033834,-5.25750369044992,2.63625374303892e-05,0.000266774863429498
"chr18",71949758,71950158,7.33538969569059,5.63126142315163,7.6884163395396,-1.94000455053121,2.64430620341365e-05,0.000266774863429498
"chr18",71423454,71423854,5.62244143640015,0,6.10277717434443,-4.93755393601071,2.70815049420965e-05,0.000271810557805836
"chr18",31039617,31040017,3.26653738863759,4.64683245999575,1.78744159785832,2.66142850592984,2.7133285911022e-05,0.000271810557805836
"chr18",9133193,9133593,6.52765836000585,5.02144667829225,6.86015004066096,-1.74156089319721,2.79767332729896e-05,0.000279276512847913
"chr18",69196953,69197353,4.95960629271735,6.22316021687137,3.77404757727634,2.27215068972218,2.9384379219407e-05,0.000292302653423821
"chr18",1506665,1507065,4.70354731595546,0.280675255176772,5.16962783982538,-4.05362542123242,2.99191183953203e-05,0.00029611478676602
"chr18",42144954,42145354,1.38961666828672,3.19697159034432,0,4.02164663459685,2.99757675179662e-05,0.00029611478676602
"chr18",59577296,59577696,3.83544477048083,0,4.32087159765108,-4.7743556119078,3.18688248827738e-05,0.000313725975057063
"chr18",34690803,34691203,2.29598765177936,3.98925812174438,0,3.80653887658394,3.20014578955308e-05,0.000313945336940638
"chr18",20685887,20686287,4.13305486704864,5.70140081783583,1.90699697778734,3.30867108286118,3.21678591977852e-05,0.000314493331332298
"chr18",34962473,34962873,3.8106341372677,5.04687698585419,2.68299220258976,2.211817800148,4.05741640330446e-05,0.000395320194089082
"chr18",9709587,9709987,5.1157813177914,2.09139641373051,5.549636002018,-3.08808202149432,4.13040083917262e-05,0.000401057692404304
"chr18",18800788,18801188,5.45231658918821,0.873480124453744,5.92039145844332,-4.09635415339709,4.19667047802056e-05,0.000406106377890085
"chr18",55964515,55964915,4.25301936000192,5.77038939811706,2.28116480900957,3.12688997769176,4.25275651003168e-05,0.000409882765603359
"chr18",28958784,28959184,6.5776358355999,1.28067525517677,7.05253952147168,-4.45160845831669,4.26450961752528e-05,0.000409882765603359
"chr18",29942466,29942866,5.16918260118046,2.99735556483941,5.56010141500926,-2.39583003711643,4.29290910570464e-05,0.00041122311130403
"chr18",27391144,27391544,4.22414703170025,5.76828776410859,2.12550994131933,3.30107138621961,4.45271907838105e-05,0.000425100193892419
"chr18",60024976,60025376,4.4163211993742,0,4.90174802654444,-4.92158506343886,4.47217251164797e-05,0.000425116916258117
"chr18",46169665,46170065,6.4332318256262,3.61785668860929,6.85887795908372,-2.9238133301671,4.48277943330176e-05,0.000425116916258117
"chr18",13250709,13251109,5.26360764033853,2.87348012445374,5.66817705636832,-2.5818078944619,4.5518806943451e-05,0.000430235899515343
"chr18",62508107,62508507,3.4413507679389,4.84377194674825,1.89603469666573,2.77203383124956,4.6269545090828e-05,0.000434544807521875
"chr18",21002786,21003186,5.17491894414704,0.304075616631416,5.64618895426613,-4.24057367710474,4.62801675497814e-05,0.000434544807521875
"chr18",3453535,3453935,1.652390629907,3.4597455519646,0,4.12441849292964,4.71590966444987e-05,0.000441340888005259
"chr18",71440307,71440707,4.71421473733417,1.60731388499268,5.15098526628738,-3.14235525047436,4.77978370791822e-05,0.000445717277097651
"chr18",8717868,8718268,4.88706499318813,1.30407561663142,5.33767824348984,-3.50503234173486,4.79898517655977e-05,0.000445717277097651
"chr18",28307599,28307999,3.55481769305454,5.12223067591812,1.33392679491715,3.19943500942854,4.80967325374267e-05,0.000445717277097651
"chr18",59279705,59280105,4.34665200250671,0.29242287930848,4.80705097987077,-3.79686389264537,4.86463128025734e-05,0.000448874823446835
"chr18",71815525,71815925,6.85564745630601,7.94154342943023,5.99556916127059,1.84474362263617,4.87530124587248e-05,0.000448874823446835
"chr18",50423454,50423854,2.24839871230194,3.93768237727022,0,3.74005444120519,5.19170292000433e-05,0.000476464348626204
"chr18",20861983,20862383,6.95700530331911,8.17595801990262,5.86432453355444,2.16300517230876,5.39554190336292e-05,0.000493579315597026
"chr18",60742099,60742499,3.81979643919664,5.04644346000225,2.71171373942776,2.15450146979952,5.84597741162458e-05,0.000533070696668972
"chr18",55648166,55648566,2.78711956609096,4.33433305944274,0.673031344245449,3.36006614330057,5.95392833563524e-05,0.000539730660377707
"chr18",43107832,43108232,3.20380975526729,4.68474030208724,1.38515477520645,3.03593348624361,5.95695702490686e-05,0.000539730660377707
"chr18",70250209,70250609,1.86666508012755,3.54465446447298,0,3.83265773234978,5.99985432865884e-05,0.000541891605239187
"chr18",3878391,3878791,5.8848422478567,0.29242287930848,6.36170048074023,-4.52676949097707,6.18291051517667e-05,0.000554739919916257
"chr18",3405079,3405479,4.97589592052862,2.2865610245766,5.39595897570996,-2.80232571836579,6.19750096997604e-05,0.000554739919916257
"chr18",6356024,6356424,5.5505364044681,2.28949492912381,5.99231278671278,-3.25376765223878,6.20060789220983e-05,0.000554739919916257
"chr18",72895536,72895936,5.09446983665924,0,5.57242963957442,-4.60086541610571,6.27740837090421e-05,0.00055985037038315
"chr18",41404704,41405104,1.7385269223999,3.5458818444575,0,4.13417907004219,6.50727031745722e-05,0.000578537001661431
"chr18",21801052,21801452,2.53653699886337,4.19540821934111,0,3.58294496167979,6.5448271254543e-05,0.000580063338689018
"chr18",32545127,32545527,5.90160324760011,3.29388462905803,6.31776918483398,-2.73699728202735,6.68637041327233e-05,0.000589170192110554
"chr18",45451965,45452365,1.75905308022443,3.45713852062218,0,3.7748423613489,6.68899726016551e-05,0.000589170192110554
"chr18",69902721,69903121,5.56492807425498,6.67619722950797,4.66484950898945,1.90666135460484,6.73252696040606e-05,0.000591174049455409
"chr18",12599510,12599910,8.39249767475729,6.57389667489935,8.75606317588514,-2.03982518367769,6.78139849497439e-05,0.000593633191329296
"chr18",55724375,55724775,4.72348602067577,5.84800712574998,3.80177710585009,1.97232737384705,7.00313706310696e-05,0.000611163341857034
"chr18",13470350,13470750,4.65398986031857,0.280675255176772,5.11938956689572,-3.92776406405695,7.03571923237375e-05,0.000612129089177471
"chr18",39246274,39246674,5.98305562436985,7.44473461817589,4.23781957241683,2.84842280502619,7.23000157763467e-05,0.000627114466108861
"chr18",57190904,57191304,3.37893509735254,4.84676277494911,1.61075902432406,2.90703926976152,7.33077498321308e-05,0.000633922639125873
"chr18",22288993,22289393,4.8895020629585,0.865637755897928,5.34936394498259,-3.74343749971408,7.35879656844567e-05,0.00063441746173418
"chr18",58313004,58313404,3.40698289167682,4.81445795058425,1.84595720506946,2.66742975375693,7.38212337378506e-05,0.00063450577034497
"chr18",8937690,8938090,3.54113611785966,0,4.0265629450299,-4.53599222680965,7.55581326171696e-05,0.000647478576192312
"chr18",54242103,54242503,3.82136329498652,5.37781954921022,1.65956874444889,3.33611183386145,7.66668647851652e-05,0.000654571537514611
"chr18",13261353,13261753,4.29535353165881,1.60731388499268,4.71535652545964,-2.79092934433611,7.70636235364019e-05,0.000654571537514611
"chr18",71955911,71956311,4.9028315814077,0.280675255176772,5.37142274060954,-4.05241232807801,7.70760861396818e-05,0.000654571537514611
"chr18",9273596,9273996,4.86390933418387,0,5.34057123321211,-4.48087891493282,7.79376773154029e-05,0.000659918726078337
"chr18",32094167,32094567,5.73663021166209,2.74652652438274,6.16922178194404,-3.04087393240082,8.10576202959812e-05,0.000684034805153441
"chr18",33194940,33195340,5.95975772123857,4.04687698585419,6.33134479665368,-2.12220507680611,8.12667009285986e-05,0.000684034805153441
"chr18",48755684,48756084,3.54798632824121,0,4.03341315541145,-4.52535701023748,8.3464198532627e-05,0.000700459129278242
"chr18",46739085,46739485,3.71146657236001,0,4.19689339953025,-4.57013819904738,8.65532126345537e-05,0.000722484842013972
"chr18",72578054,72578454,4.0756673780896,0,4.56109420525984,-4.69626624796754,8.65966014505323e-05,0.000722484842013972
"chr18",30378163,30378563,5.7204535898517,7.05921112501224,4.35557241917499,2.48327815595614,8.80867203389117e-05,0.00072958622252105
"chr18",41499593,41499993,3.12034210413256,4.65140099885867,1.08534536617119,2.95222816302926,8.81665576829969e-05,0.00072958622252105
"chr18",28721746,28722146,1.64559542617853,3.29095964700053,0,3.65427324007145,8.82171038830373e-05,0.00072958622252105
"chr18",71459327,71459727,3.82333132108907,5.41869420297166,1.43737545887507,3.29848935078018,8.94369111500197e-05,0.000737530470208134
"chr18",57720983,57721383,9.63237229507985,7.87181057361318,9.99070858325312,-1.98002256960288,9.21954646433801e-05,0.0007580812049434
"chr18",12393989,12394389,4.22268983496226,0,4.7081166621325,-4.73436313417771,9.27906661474247e-05,0.000760776499104966
"chr18",58704598,58704998,3.43857238081317,4.71569152120795,2.2229316887594,2.28966704323998,9.40127630354955e-05,0.000766392340295603
"chr18",8669527,8669927,4.16690377345269,0,4.65233060062293,-4.71649234810805,9.40143855055063e-05,0.000766392340295603
"chr18",19338062,19338462,3.94914171700549,0,4.43456854417573,-4.64654815881232,9.52037758289141e-05,0.00077387069209503
"chr18",42358652,42359052,6.18672913581147,7.39054036064817,5.12365295875523,2.13538029887583,9.58267012169392e-05,0.000776714999892285
"chr18",7300919,7301319,4.50417451682108,1.61200908962316,4.93298102868053,-2.94879722020268,9.71646718189489e-05,0.000785322418536675
"chr18",13435944,13436344,5.0041667636194,1.29242287930848,5.45778539296555,-3.5184402870386,9.94410188678414e-05,0.000801443905606257
"chr18",10015398,10015798,6.27040033035217,3.54219656745626,6.69223976280977,-2.83218392171021,0.000103298328327275,0.000830180068053945
"chr18",11995402,11995802,5.18162957276548,2.75716286730775,5.58815382264718,-2.56918249684244,0.000103664165973138,0.000830773386460783
"chr18",56609778,56610178,6.55547440444242,4.53973447581143,6.93518970835037,-2.22230066435092,0.000104829953825408,0.000837756232115967
"chr18",73381500,73381900,3.48130971981345,4.75025817089967,2.283897004518,2.30311840993734,0.000108531444503853,0.000864907449897648
"chr18",41849923,41850323,2.11615212557359,3.81547605330479,0,3.92224470906523,0.000110946196907104,0.000881681369275726
"chr18",46500054,46500454,4.62262999319446,1.2865610245766,5.06665046170542,-3.27196283543435,0.000112505216354533,0.000887606214790322
"chr18",10243286,10243686,4.69825702399582,0,5.17384882392697,-4.35665990339244,0.000112511252938283,0.000887606214790322
"chr18",57514331,57514731,5.4480135185951,2.09475481407651,5.89253143691559,-3.27462186477077,0.000112627713019088,0.000887606214790322
"chr18",38900090,38900490,2.204151793809,3.93206093590689,0,3.979207599865,0.000112977859517461,0.000887906105876175
"chr18",24644600,24645000,1.57546713318122,3.28949492912381,0,3.6300659526485,0.000117339014747395,0.000919640487483031
"chr18",74536170,74536570,4.55332639681985,0,5.03875322399009,-4.76184864615381,0.000118458023022324,0.00092586009752338
"chr18",45113938,45114338,4.17178321862348,5.54004246715024,2.72706719549458,2.58241684250194,0.00011919562905347,0.000929072779882524
"chr18",46547907,46548307,8.74392774734879,6.87896887543142,9.1115085903804,-2.07265505253182,0.000122247087511388,0.000950253999917756
"chr18",9642883,9643283,5.22787566019357,0.865637755897928,5.69311992635756,-3.8836784330768,0.000123100165114252,0.000951877275952505
"chr18",1073138,1073538,4.25307037895899,0.881280092934955,4.69811779220273,-3.30465172114292,0.000123125074710201,0.000951877275952505
"chr18",45556607,45557007,2.66046813480225,4.24321843247389,0.351742492828774,3.51586208812041,0.000123709919625582,0.000953806832885585
"chr18",64541160,64541560,8.57460531014833,5.81394862967091,8.99789005988339,-2.8420554596899,0.000124227692361238,0.00095521022910195
"chr18",43955875,43956275,3.93180614653157,5.48304858037916,1.79715378353351,3.15857217070635,0.000125944909665128,0.000964720004465217
"chr18",20126021,20126421,2.78112802298107,4.41735365190258,0.106228162313539,3.43492665087167,0.000126142650847473,0.000964720004465217
"chr18",18831409,18831809,6.15332076394944,0,6.63522579652975,-4.78489004108434,0.000126940849778968,0.000968221763059417
"chr18",7109112,7109512,5.38788397223221,2.76350723526871,5.80486419839314,-2.74422528204278,0.000127478469618808,0.000969722583062857
"chr18",21795599,21795999,9.58325289365045,8.1463054030293,9.90778796670975,-1.65924201838049,0.00013581160125992,0.00103035734822526
"chr18",42540617,42541017,3.44115256452332,0,3.92657939169356,-4.40275797361903,0.000139723774942524,0.00105721845667947
"chr18",55755245,55755645,7.61449752131582,8.85276643608064,6.4826748969058,2.19602537559379,0.000142281474279101,0.00107371563481179
"chr18",11500415,11500815,8.70287417635278,7.28636331855699,9.02497897319077,-1.63867211763533,0.00014656871569938,0.00110314284699666
"chr18",46543519,46543919,4.78070330892948,0,5.25699305213684,-4.345456847518,0.000147275558586739,0.00110553816406141
"chr18",61861525,61861925,3.67086036642109,4.9637007136476,2.41918486150502,2.47507702817259,0.000147913916826265,0.00110740814044928
"chr18",74369250,74369650,8.67085882015147,4.54281143439822,9.13251652721672,-3.73493603044892,0.000148436136231659,0.00110840106976134
"chr18",9613510,9613910,7.24238305117544,4.91070989440341,7.64350948029391,-2.48261848654532,0.000149226346602052,0.00111138470178753
"chr18",55684499,55684899,5.43012342638183,6.67437462207473,4.28585081960431,2.23075475739226,0.000150408020086573,0.00111726061918094
"chr18",72546812,72547212,4.43011042631601,0.304075616631416,4.89173467681353,-3.72832006589608,0.000151422488914993,0.00112186713792488
"chr18",52507562,52507962,4.90895116177246,0,5.38588327442441,-4.38767503170925,0.000152551628945313,0.00112480471760569
"chr18",51687575,51687975,3.65197899216184,0,4.13740581933208,-4.4557274667804,0.000152609708610122,0.00112480471760569
"chr18",75463983,75464383,4.9463545573139,2.74866007557754,5.33900797947552,-2.36077459848544,0.000158141943432349,0.00116256803375977
"chr18",43978745,43979145,3.93687192094708,0,4.42229874811732,-4.53008773041451,0.000158864581938325,0.00116487045261478
"chr18",31385492,31385892,3.78677634773626,5.19970341968741,2.20854654296599,2.81267748770134,0.000161666088997593,0.00118236509819576
"chr18",72213936,72214336,6.69352487293884,4.244730869887,7.10140456237907,-2.57670621463542,0.000164585784064517,0.00120047728885888
"chr18",24561777,24562177,3.38392117320589,0,3.86934800037614,-4.35364696627112,0.00016524722756578,0.00120047728885888
"chr18",21856823,21857223,5.08558230061521,2.87152352529776,5.47931606530846,-2.37163203363611,0.000165408470029061,0.00120047728885888
"chr18",24642771,24643171,3.50814131615709,4.93955133404585,1.86950206473171,2.86149047866495,0.000166809081600715,0.0012075619266006
"chr18",71068318,71068718,4.60398785858628,1.30407561663142,5.04694187146145,-3.22118119907072,0.000167921139380752,0.00121079534194895
"chr18",3119937,3120337,4.77942341077024,1.30407561663142,5.22730442472123,-3.330358513335,0.000168106910393615,0.00121079534194895
"chr18",34121678,34122078,3.73148062433825,5.17526421884315,2.05048135659171,2.69845846361174,0.000169479950263055,0.00121662772589543
"chr18",49965808,49966208,7.11289053184824,8.24690222461275,6.17536412716105,1.9340285281685,0.000169771953314758,0.00121662772589543
"chr18",51684764,51685164,3.37175028148737,0,3.85717710865761,-4.34623479231698,0.000172882049410859,0.00123580258938164
"chr18",76822817,76823217,9.4269775613092,6.63688768582825,9.85154411017988,-2.84941889163579,0.000174950344001688,0.00124514655224696
"chr18",52028839,52029239,5.15884242935168,2.61200908962316,5.57194675954232,-2.6482028644459,0.000175064541616445,0.00124514655224696
"chr18",74755302,74755702,8.0119346894492,3.93581099619094,8.47271386445179,-3.68831484110005,0.000176801122607934,0.00125315740450129
"chr18",28469775,28470175,0.94343555413925,2.75079047619685,0,3.61429750921783,0.000177071801971711,0.00125315740450129
"chr18",32509133,32509533,7.03558829319464,5.38022979494399,7.38383936656115,-1.86265464105438,0.000178790763905528,0.00126190471890148
"chr18",18949138,18949538,4.13428866331234,0.889038117352572,4.57557722420999,-3.20670738477241,0.000179194905601476,0.00126190471890148
"chr18",60088067,60088467,2.59230159763506,4.20087262201023,0.119983964050209,3.26377392131657,0.000182621809625164,0.00128286184786072
"chr18",36343246,36343646,2.5062255543272,3.98835559394286,0.682836612526276,2.87131263711868,0.000183248799636748,0.00128409565262696
"chr18",74805236,74805636,6.44101559790396,3.99286259744957,6.84885988132303,-2.56991665683526,0.000187202777430102,0.0013085796112743
"chr18",32417609,32418009,5.12979033243815,0,5.60804869868146,-4.42809659001796,0.000190114026490935,0.00132567256217331
"chr18",77300611,77301011,3.73582710007518,5.17328008962304,2.07670089964466,2.69074886585048,0.000192271637116057,0.00133743962737209
"chr18",55639422,55639822,2.25194922548184,3.81547605330479,0.0523485392929224,3.23475851134109,0.000195115105960215,0.00135390847916295
"chr18",32723634,32724034,3.12303220991161,4.54035039275207,1.53074719849897,2.74964695259383,0.000196614097404453,0.00136099052826197
"chr18",3530553,3530953,4.92391021316686,2.29242287930848,5.34123503093656,-2.71195902728275,0.000197429799242338,0.0013633198515642
"chr18",52442589,52442989,2.7863791157567,4.29242287930848,0.864331117095672,3.04786669190436,0.000199076214179128,0.00137136036159714
"chr18",7750954,7751354,3.63843621235985,0,4.12386303953009,-4.40103845209039,0.000200555637566856,0.00137506592374144
"chr18",43060820,43061220,0.804654167565559,2.61200908962316,0,3.52447510893042,0.000200735119597097,0.00137506592374144
"chr18",37893223,37893623,3.40897426170008,4.8432728720246,1.760589061736,2.75180781961532,0.00020106412101105,0.00137506592374144
"chr18",29007524,29007924,5.92162450758217,3.99196232244085,6.29458078214577,-2.11470187405727,0.000203808764922737,0.001390493851811
"chr18",69243646,69244046,2.91684933786536,4.29169144866224,1.45346683401801,2.46299860985091,0.000213855253600759,0.00145554592462717
"chr18",76355404,76355804,4.92005311754057,2.88322351364438,5.30135922333965,-2.22651020832352,0.000215176104010899,0.00146104061076613
"chr18",39083116,39083516,5.14359525587643,6.74249697914214,2.7350792727962,3.30863210482082,0.000217961203083062,0.00147642767326503
"chr18",26861047,26861447,6.58207004836486,3.61435097419584,7.01381988263207,-2.96578822300318,0.000219722116889312,0.00148482048111661
"chr18",41761929,41762329,2.89254389822649,4.24925869202622,1.4797922994067,2.52809524212707,0.000230769646764231,0.00155578114939393
"chr18",66647650,66648050,3.00014228713457,4.53850185252461,0.930047428072556,3.06080472022891,0.000233376694422779,0.00156609632135559
"chr18",21165776,21166176,3.43787057921682,0,3.92329740638706,-4.31324661159057,0.000233400646838232,0.00156609632135559
"chr18",61801601,61802001,4.77004453727888,2.75716286730775,5.14954231043338,-2.21629599699864,0.000237107796772714,0.00158722748663146
"chr18",21373075,21373475,4.8717485984509,1.60731388499268,5.31362908981689,-3.18153141198858,0.000237804020748209,0.00158815126532548
"chr18",71510856,71511256,5.44567987696904,6.80034608437437,4.03850089767388,2.46370681555383,0.000238950283397022,0.0015920692184181
"chr18",61877190,61877590,0.804654167565559,2.61200908962316,0,3.50765578707794,0.000239738060331086,0.00159358593841575
"chr18",19873120,19873520,5.14338373855344,2.62135390486678,5.55520137454799,-2.63870507950948,0.000242558767119444,0.00160857737168955
"chr18",18895627,18896027,6.57844088636999,4.57632432756443,6.95711519329533,-2.18699298688672,0.000244342215922711,0.00161663628907003
"chr18",25060823,25061223,4.2374727730845,5.75132258516397,2.28132531338998,3.11844246217246,0.000245008050936142,0.00161728052184066
"chr18",41670283,41670683,3.7865934810198,0,4.27202030819004,-4.39376010268542,0.000247674217763733,0.00163109525355977
"chr18",55944008,55944408,3.47195357746386,5.09852369312787,0.871510771550098,3.35405685054078,0.000249756788391013,0.00164101169277698
